,title,label
5579,[BUG] Tooltips still shown outside the chart,BUG
5580,"[BUG] tooltip with ""index"" or ""nearest"" mode defined can freeze chart.js if hovered as soon as it loads",BUG
5581,Error in documentation,BUG
5582,[ Polar Chart inside bootstrap's Tabs] Failed to execute 'arc' on 'CanvasRenderingContext2D': The radius provided (-190) is negative. ,BUG
5583,Points with overlapping radii cause tooltip and hover to be out of sync since v2.4.0,BUG
5584,[BUG] Resizing a Pie chart with padding will fail to render all legend items,BUG
5585,[BUG] Pie charts apply incorrect layout.padding from options,BUG
5586,Safari iOS 10.3 - chart is pushed from the left,BUG
5587,Chart.js is not loading inside the <iframe>,BUG
5588,Horizontal Bars mix with lines,BUG
5589,Artifact while chart paning or zooming,BUG
5590,[BUG] [Firefox] _.debounce + 2.5.0 Chart.js + events not working ,BUG
5591,[BUG] Background color for horizontal stacked bar chart in 2.3.1 / 2.5.0,BUG
5592,"""pointRadius"" and ""pointHitRadius""  broken on radar charts",BUG
5593,[BUG] Chart is not displayed when lineArc is set to true,BUG
5594,[BUG] (vertical) stacked bar is created without respecting ticks.min setting,BUG
5595,Create a chart from a detached canvas element,BUG
5596,"bugs on canvas and chart creation when the size of text, apps and other items > 100%",BUG
5597,[BUG] Category Scale misplaced,BUG
5598,Multiline charts label position,BUG
5599,Line Chart data is not clipped properly,BUG
5600,line-customTooltips.html doesn't take the scroll offset into account,BUG
5601, Failed to load in kibana 5.2.1,BUG
5602,[BUG] Responsive chart does not resize when container gets smaller,BUG
5603,[BUG] x - axis fonts look really bad on mozilla / IE,BUG
5604,[BUG] Regression introduced for stacking xAxes (at v2.5),BUG
5605,x-axis ticks padding not doing anything ,BUG
5606,AutoSkip label Rotation ,BUG
5607,"With max-height set on UL class  on page, canvas never stop growing up",BUG
5608,Responsive charts might freeze the browser when created under a hidden container,BUG
5609,Lag on load,BUG
5610,X-axis labels not refreshing when chartLabel array is updated #650,BUG
5611,[BUG] Spacing between vertical bars with percentages set to 1,BUG
5612,Animations only work when switching data for the first time,BUG
5613,[BUG] JavaScript reserved keyword `native`,BUG
5614,element._view is undefined in parseVisibleItems when adding multiple datapoints at once,BUG
5615,v2.5.0 performance issue?,BUG
5616,Logarithmic Scale Tick Bug for values of 0,BUG
5617,Bar Graph Render Issue in 2.5.0,BUG
5618,Mixed chart layout issue,BUG
5619,[BUG] animation.onComplete callback has no param passed to it.,BUG
5620,[BUG] labelColor when rendering an array of labels is not working,BUG
5621,What replaces `y-axis` with v 2.4 mode upgrades?,BUG
5622,built in skipRatio bug caused by previous commit,BUG
5623,[BUG] labelOffset not working for vertical axis,BUG
5624,Only the last background color shows up in the line chart,BUG
5625,custom tooltip callback does not provide label or text,BUG
5626,"updated to 2.5.0, ERROR: me.apply is not a function     at ChartElement [as constructor] (core.helpers.js:207)",BUG
5627,Error when canvas is null using Chart.js in Angular 2,BUG
5628,Chart.js (V2.4) problem,BUG
5629,titleFontSize does not work for pie charts,BUG
5630,BUG - src/platforms/platform.dom.js does not support decimals in px,BUG
5631,[BUG] Title missplaced when using circumference,BUG
5632,Toolstips slow performance in Chrome windows 10,BUG
5633,Tooltip display issue,BUG
5634,Displaying an extra line when label text is too long ,BUG
5635,"Group bars, but don't stack them",BUG
5636,[BUG] Bar Chart zero value when minimum ticks is 1,BUG
5637,Square alignement issue in tooltip with custom font family,BUG
5638,[BUG?] Bar graph showing one dataset's bars in wrong column,BUG
5639,[BUG] Colors not being rendered when alpha is expressed in scientific notation,BUG
5640,Space between the dashes on the zero line is not transparent,BUG
5641,stepSize is not working  in chart js for line chart x-axis ,BUG
5642,[BUG] Line chart xAxes Time scale extends past min value,BUG
5643,Remove .gitignore from bower package,BUG
5644,[BUG] charts are completely squashed on mobile,BUG
5645,[BUG] 508 accessibility issue flagged on iframe,BUG
5646,[BUG] Removing a dataset in onClick causes an error if the mouse is moved right after clicking,BUG
5647,[BUG] creating chart when target element not on DOM yet,BUG
5648,[BUG] Importing using CommonJS doesn’t work,BUG
5649,when use the min and max in time scale  line chart.the graph overflow.thank you,BUG
5650,Animation callback documentation needs clarification,BUG
5651,Time axis issues,BUG
5652,"[BUG] HorizontalBar: stacked axis, displays NaN when all legends are unselected",BUG
5653,[BUG] Scatter chart with large dataset does not properly fill chart width,BUG
5654,About dot marking radius pie chart.,BUG
5655,BUG X-axis labels are cut off on line charts when labels are not rotated,BUG
5656,[BUG] Cannot read property 'skip' of undefined when hover the chart,BUG
5657,Chart options are not updated by .update(),BUG
5658,[BUG] bar charts scales are inconsistent when type: 'time' and unit: 'week' OR 'month',BUG
5659,Tooltip callback is being called every time the mouse moves and not when the datapoint changes,BUG
5660,BUG - Tooltip label without displayColors and label in Bar Charts,BUG
5661,x axis offset ,BUG
5662,[BUG] Multiple scales of type 'category' show same yLables,BUG
5663,Polar chart chart.js v2,BUG
5664,[Bug] Canvas height set in CSS is ignored,BUG
5665,CanvasRenderingContext2D is not defined when testing in mocha / jsdom,BUG
5666,Axis labels removed by the auto skip functionality are still considered for sizing purposes,BUG
5667,Ticks for bar charts of type time are not centered,BUG
5668,Incorrect document for Interaction Modes,BUG
5669,Time Scale not calculating diffs correctly,BUG
5670,I want not show min/max label on time scale,BUG
5671,Bar Chart  with same Datasets data,BUG
5672,Xaxis time range does not start and end according to time data ,BUG
5673,Problem with padding / margin on Ticks and scaleLabels,BUG
5674,Bar chart shows N/A item in tooltip when value is null.,BUG
5675,Tooltip label is incorrect on Bar chart when min is defined,BUG
5676,"Tooltips only rendering for first matching dataset, not all datasets",BUG
5677,Intersect False and PointHoverRadius,BUG
5678,[BUG?] How to update a chart by replacing entire data object,BUG
5679,time in x axis displayed incorrectly,BUG
5680,startAngle on radar chart value out of chart,BUG
5681,Exception when clicking on a chart in version 2.4.0,BUG
5682,error with line-plot when labels are not specified.,BUG
5683,"larger point/hover radius does not offset tooltip, obscures caret",BUG
5684,About '05-Radar-Chart.md' document.  ,BUG
5685,[BUG] `lineTension` doesn't work for Radar chart type.,BUG
5686,"[BUG] Wrong category size of Bar with min ,max options.",BUG
5687,Logarithmic stacked bar charts don't draw the first dataset,BUG
5688,built-in label auto-skip doesn't work,BUG
5689,[BUG] Broken link to global configuration section in docs,BUG
5690,chartjs 2.3 - splitted long labels overlap xAxis,BUG
5691,[BUG] Single value center position,BUG
5692,[BUG] Retina scaling no longer working in 2.4.0 (master branch),BUG
5693,[BUG] Can't create chart with a canvas from document.createElement,BUG
5694,Links in Chart.js document is not working,BUG
5695,[BUG] Destruction error,BUG
5696,Using Percent Sign in Scale,BUG
5697,Uncaught TypeError: Cannot read property 'hidden' of undefined(…),BUG
5698,[BUG] scales.yAxes.ticks.stepSize ignored?,BUG
5699,Log Scale not formatting correctly,BUG
5700,[BUG] Line chart renders incorrectly with fixed scales and data points that fall outside of the specified range,BUG
5701,line chart (time scaling) tooltipFormat not working with null data,BUG
5702,[BUG] (I think) Stacked bar charts don't show borders,BUG
5703,Responsive resizing does not work sometimes ( hidden Iframe bug),BUG
5704,[BUG] Lines go back and forth when they are left to ticks.min,BUG
5705,Time xAxes min and max break graph on IOS,BUG
5706,Polar Area Chart wrong size 2.0,BUG
5707,[BUG] Tick documentation is missing autoSkipPadding,BUG
5708,"""âœ“"" in Documentation",BUG
5709,[Bug] Ticks label display,BUG
5710,[BUG] Last tick when unitStepSize > 1,BUG
5711,problem to display multiple graphs with Bootstrap Caroussel,BUG
5712,Tooltip multikey boxes show wrong opacity.,BUG
5713,Comparison table seems to have invalid characters,BUG
5714,"Line chart with radius ""max out"" on the top",BUG
5715,tooltip position wrong for custom tooltips,BUG
5716,Long Y-axis label is cut-off,BUG
5717,Strange axis labels when fixedStepSize is not a factor of min and max,BUG
5718,Close together points break 'monotone' cublicLineInterpolation,BUG
5719,Bug passing fixed size arrays to labels with time scale axis,BUG
5720,Bug: Point cut off when reaches the chart max and pointRadius is higher than default,BUG
5721,Font baseline shift,BUG
5722,Right positioned legend is drawn before the Y scale,BUG
5723,out of memory error when logarithmic Y-Axis scale includes the range from 7e-11 to 9.999e-11,BUG
5724,x-axis tooltip mode doesn't always show all labels on the same X value,BUG
5725,Documentation: Broken anchor links,BUG
5726,Multiline label not padding itself properly against x-axis with maxRotation set to 0,BUG
5727,Tooltips May be Broken in Chrome Canary,BUG
5728,doc typo,BUG
5729,LineChart not adjusting scale for negative values with two datasets,BUG
5730,Unclear bar chart in in chart.js documentation ,BUG
5731,Polar chart ticks not cleaned for javascript precision issues,BUG
5732,Hovering over point changes the legend fontStyle when set to 'semibold',BUG
5733,Chart information not shown on hover on pie/doughnut charts,BUG
5734,Nested Pie/Doughnut Charts do not Animate Correctly with Different Dataset Sizes,BUG
5735,"Setting ""suggestedMax"" seems to be ignored for charts with actual maxes near zero",BUG
5736,Time scale bugs in bar and line charts type,BUG
5737,'bar chart: borderSkipped not working. ,BUG
5738,"""usePointStyle"" doesn't show legend correctly",BUG
5739,Documentation UI bug on Safari,BUG
5740,line non-numeric-y tooltips don't display correct values,BUG
5741,"With multiple charts on page, tooltips for each chart all show data from last updated chart",BUG
5742,How to set custom y-axis range?,BUG
5743,tooltips with responsive are not working,BUG
5744,multiline tooltips doesn't work with doughnut charts ,BUG
5745,Chart SPA in infinite resize loop in chrome kiosk,BUG
5746,Bug: Tooltip series color,BUG
5747,chart is out of the canvas,BUG
5748,Y-axis moved into chart (not on outermost position of regular line chart),BUG
5749,outer tick not shown in radar chart when scale is reverse,BUG
5750,A 0px legend border becomes .5px instead,BUG
5751, invisible chart after opening a new browser tab and reisizing the window vertically in Chrome,BUG
5752,"getElementAtEvent() returns array of single element, not single element",BUG
5753,Radar Chart bottom label cutoff inside bootstrap column,BUG
5754,Bubbles cutting off on end of chart.,BUG
5755,y axis labels truncated on left side of window,BUG
5756,Cannot read property '_view' of undefined,BUG
5757,Bar Chart - Data series without label for each point,BUG
5758,Tooltips are cropped,BUG
5759,Repeated x value calculations in updateDatasets,BUG
5760,Slow performance using moment.js,BUG
5761,Time Series with UK Dates,BUG
5762,Hiding x-axis causes last point and tooltip to be cut off,BUG
5763,point border is always drawn on lines regardless of pointBorderWidth (v 2.2.1),BUG
5764,Some charts drawn with last series legend missing,BUG
5765,New options.tooltips.mode have no effect on bar chart,BUG
5766,tooltip.x wrong on multiple datasets in linecharts,BUG
5767,Animation triggering while hovering the graph,BUG
5768,"Line chart, time scale with scatter chart not working after 2.2.0",BUG
5769,Pie Graph legend on left or right is not vertically centered.,BUG
5770,Polar Area Chart - bug on small resolution ,BUG
5771,tooltip is not destroyed chart update,BUG
5772,Line chart rendering issue related to last data point,BUG
5773,Getting a extra y-axis on bar chart,BUG
5774,Animation onComplete is fired before drawing has finished.,BUG
5775,Line chart exceeded the axis,BUG
5776,Design issues,BUG
5777,Chart starts rendering 5~ pixels to the right,BUG
5778,[ Core ] Charts choke handling datasets with Infinity datapoints,BUG
5779,[ Line Chart ] Line chart does not handle datapoints created with the Number constructor,BUG
5780,Docs for scatter chart are not correct,BUG
5781,[ Line Chart ] spanGaps option is not probed in updateBezierControlPoints,BUG
5782,Chart not resized when changing window size in height only,BUG
5783,"Add ""reverse"" option to Legend Configuration in documentation.",BUG
5784,"backgroundcolor:'rgba(80,200,185,.8)' can not run normal in UC browser and in IOS, how to solve this issue?",BUG
5785,Trim long tooltip title in doughnut chart,BUG
5786,`chartjs-hidden-iframe` tab order/focus issue,BUG
5787,Line Chart rendering Grayscale backgrounds on Safari,BUG
5788,options.events property works weird,BUG
5789,Time scale extra/overlapping labels when ticks are not evenly divisible,BUG
5790,Cannot read property '_view' of undefined,BUG
5791,Tooltips & x-axis mode v2.2.0,BUG
5792,Legend not correct displayed for polar Area chart.,BUG
5793,unexpected shadow,BUG
5794,half line between two points,BUG
5795,duplicated labels won't show,BUG
5796,X Labels Overlap Again,BUG
5797,Stacked Line Chart Calculation Incorrect with Multiple Axes,BUG
5798,Tooltip not in center (bottom padding issue),BUG
5799,Docs typo stepped/steeped line,BUG
5800,tooltipFormat does not work in case of bubble chart...,BUG
5801,"Radar Dataset property ""pointHighlightStroke"" used in samples does not exist",BUG
5802,Bug : rotate multilines center labels,BUG
5803,Multiline tooltip bug,BUG
5804,Buggy behaviour when defining colors using Color(),BUG
5805,Custom tooltips show [object Object],BUG
5806,Chart label hover behaviour does not change ,BUG
5807,Bug with repeated labels as strings?,BUG
5808,Typo in tooltip docs,BUG
5809,Error thrown on category scale when elements are missing,BUG
5810,Pie chart hover doesn't work properly...,BUG
5811,"on stacked bar, tooltip mode of 'single' behaves like 'label'",BUG
5812,Chart.defaults.global.elements.rectange,BUG
5813,Wrong legend position if fullWidth false,BUG
5814,chart does not render if data contains value of 0 when using logarithmic scale,BUG
5815,Bad ticks with time scale,BUG
5816,Error during init [TypeError: Cannot read property 'apply' of undefined],BUG
5817,Datasets not rendered using time-type,BUG
5818,Issues with stacking on the yAxes,BUG
5819,Possible to restrict trendline to non-negative values?,BUG
5820,Using moment.js with requireJS,BUG
5821,Line chart clipping at peak without legend,BUG
5822,Scale Documentation issues,BUG
5823,A mistake on the Chart.js API Documentation,BUG
5824,Large borders on pie chart won't render onHover properly.,BUG
5825,ChartJS update not working after changing Momentjs localisation,BUG
5826,Bug : rotate multilines labels,BUG
5827,Bug: Passing Line Chart null value(s) hides entire 'label' tooltip,BUG
5828,Horizontal bars overflow border and legend despite xAxes ticks max,BUG
5829,Padding inside the canvas with a line chart without scale,BUG
5830,Overlapping stacked bars with time scale and many data points,BUG
5831,Problem with Line Chart,BUG
5832,Legend Box squashes Chart Area,BUG
5833,Pie chart borders truncated,BUG
5834,Labels option not documented,BUG
5835,Typo in ToolTip Documentation,BUG
5836,Legend display false ignored on Radial charts,BUG
5837,Tooltip type 'Label' is not shown for data set with null points in dataset,BUG
5838,Bubble Chart - Display single data for point in tooltip even multiple data exists in dataset,BUG
5839,spanGaps does not work well,BUG
5840,Polar Area Chart bug,BUG
5841,Ticks covered by bar when mirrored,BUG
5842,Canvas fallback,BUG
5843,LineTension going below 0,BUG
5844,Multiple DataSet having same datapoint breaks on tooltip for Bubble chart - Fix included,BUG
5845,Bubble Chart with single dataset can have different background color for different data type   OR  Can Multiple Dataset in bubble chart show single point data on tooltip hover,BUG
5846,Tooltip gets cutoff,BUG
5847,Bar chart when data is 0,BUG
5848,Broken Tooltip Array Returns,BUG
5849,Time axes creates overlapping labels when data doesn't match standard interval,BUG
5850,canves height doesn't show all data,BUG
5851,Tension with values less than zero,BUG
5852,Bubble Chart animation,BUG
5853,Broken tooltips with scatter line chart,BUG
5854,Incorrect Documentation,BUG
5855,Documentation issue for Radial Linear Scale - Point Label Options,BUG
5856,No padding between rotated x-axis labels,BUG
5857,To display entire multibyte character like Japanese.,BUG
5858,Radial linear scale point label font family settings bug,BUG
5859,Legend renders squashed,BUG
5860,Uglify warnings,BUG
5861,Chartjs tooltip fontColor options not working,BUG
5862,Line chart dataset order is wrong,BUG
5863,PolarArea off-center,BUG
5864,Incorrect rendering in browsers other than Chrome,BUG
5865,Labels get cut on mobile devices,BUG
5866,Line-chart not using full width,BUG
5867,Error in logarithmic scale online documentation,BUG
5868,Ticks callback function prevents scale rendering if it contains any nonnumeric characters,BUG
5869,"""Cannot read property 'length' of undefined"" when using bars on time series without 'labels' defined",BUG
5870,"When line tension is 0, line does not animate in",BUG
5871,pie-customTooltips.html:166 Uncaught TypeError: (intermediate value).Pie is not a function,BUG
5872,Custom Tooltips - X coordinate unpredictable for points in second half of dataset,BUG
5873,Stop Gridlines from expanding past last ticks,BUG
5874,TimeScale: Empty first value causes scale to wrongly evaluate numeric values,BUG
5875,[Doughnut Chart] Dataset with null value not allow in version 2.1.3.,BUG
5876,Initial points are cutoff,BUG
5877,v.2 Line chart not showing point when only 1 y-axis label and data point.,BUG
5878,Polar Area Chart fails to render section,BUG
5879,Calling .destroy() on a animated graph does not stop the graph animation,BUG
5880,[Bar Chart] Tooltip placement with multiple datasets and stacked xAxes,BUG
5881,"Using pointStyle ""rectRot"" on retina display causes points to be drawn incorrectly",BUG
5882,Tooltips doesn't work if dataset value is NaN,BUG
5883,TypeError: Cannot read property 'null' of undefined,BUG
5884,Radar charts do not look good when all datasets are hidden,BUG
5885,"Last tick overlapping when using ""time scale""",BUG
5886,Misleading Documentation on Getting Started,BUG
5887,Last tick is overlapping.,BUG
5888,"Overlapping ticks when using ""maxRotation: 0""",BUG
5889,Chart resizing issues,BUG
5890,2.0 - Stacked horizontalBar Tooltips Display Bug,BUG
5891,[Opera 37.0.2178.43] Dissapearing charts,BUG
5892,Line chart is chopped off for the max value in y-axis,BUG
5893,No last tick on X time scale.,BUG
5894,horizontal bar chart increases row height on resize when maintainAspectRatio is set to false,BUG
5895,Outline on horizontal bar chart is not correct,BUG
5896,HorizontalBar chart tooltip values switched,BUG
5897,Time scale label changing color when resizing,BUG
5898,Animation Start Points seem off,BUG
5899,"Bug with responsiveness on ios - safari, chrome, ...",BUG
5900,destroy() not defined if config isn't given to Chart on construction,BUG
5901,gridLines.drawTicks = false apparently not working,BUG
5902,type: 'time' X-scale null bug,BUG
5903,Dangling label on time scale still :(,BUG
5904,"Tooltip not showing with tooltip mode ""label"" and datapoint value NULL on same x value in multi line chart.",BUG
5905,Update scale to use callback rather than userCallback,BUG
5906,Chart does not show with bars and time scale,BUG
5907,[question] Chart returning Controller,BUG
5908,Mirrored left hand tick labels still allocates unused spaces for labels,BUG
5909,Angled labels on x-axis can cause start of y-axis grid lines to be rendered incorrectly (v2.0),BUG
5910,Line chart ignores beginAtZero if no y-values are present,BUG
5911,My graphs broke from 2.0.2 to 2.1.0. Follow semver?,BUG
5912,line-chart the position of points problem.  type of xAxis is 'time',BUG
5913,Line chart with tension of 0 renders incorrectly,BUG
5914,Need to reduce library size,BUG
5915,Multiple axis on the same plane,BUG
5916,Line chart not rendering on iOS,BUG
5917,Wrong version number,BUG
5918,Docs for adding mixed charts - Line and Bar,BUG
5919,Stacked Line chart not drawing properly...,BUG
5920,Chart type not changing on destroy() then new Chart() in 2.0,BUG
5921,Not respecting parent size,BUG
5922,Firefox 31 compatibility,BUG
5923,Tooltip misplaced when we have both a line and a bar chart and line value is lower,BUG
5924,Bars on time axes are poorly positioned and sized,BUG
5925,"Document ""scatter"" chart type in API documentation",BUG
5926,Doughnut chart sample has incorrect color label,BUG
5927,Bar chart with lines z-index issue,BUG
5928,First and last point get cut,BUG
5929,Chart JS Time Scale,BUG
5930,Problem with update() method,BUG
5931,Pie and Doughnut chart keys have sensitive click areas,BUG
5932,Custom Tooltips Content (tooltip.body),BUG
5933,Incorrect border highlight in Pie Charts,BUG
5934,xAxes labels are cut off when using gridLines.display = false (v2.0.2),BUG
5935,hover to show tooltip like v1 when approaching  each X axis ,BUG
5936,v2 - Line Chart dataset option: lineTension Bug,BUG
5937,scale option in Pie/Doughnut docs not in the code,BUG
5938,No position option in core scale class documentation,BUG
5939,samples/pie-customTooltips.html throws a JS error,BUG
5940,Some types in the docs are specified as Array when they are objects.,BUG
5941,Tooltip misplaced in `label` mode,BUG
5942,Line chart with only one data point does not render,BUG
5943,Broken link in docs,BUG
5944,Documentation issue,BUG
5945,Time scale bar charts overlap,BUG
5946,v2 website is not working,BUG
5947,Cannot use v2 with requirejs,BUG
5948,The website doc link should display the v2 docs,BUG
5949,What is the purpose of Chart.bundle.js?,BUG
5950,Text Clipping on labels,BUG
5951,Default on canvas legend callback should also get data from config,BUG
5952,Time Scale sometimes chops off last time unit,BUG
5953,Can't Seem To Update Tick Labels,BUG
5954,Hidden charts disappear when screensize is changed,BUG
5955,Tooltips broken when setting chart size via CSS,BUG
5956,TimeScale xAxis last tick not visible,BUG
5957,xAxes labels are truncate since upgrade to V2.0.0,BUG
5958,generateLegend() not generating a legend correctly,BUG
5959,Last tick label/width different from the rest,BUG
5960,v2 error when hovering/displaying tooltips if using gradient as a background colour,BUG
5961,Linechart cannot change the pointColor in version 1.0.2,BUG
5962,Unexpected curves appearing in line chart when labels are slanted,BUG
5963,Does time scale work properly?,BUG
5964,Path to main file is incorrect in bower.json,BUG
5965,1.1.0 missing files with bower install,BUG
5966,Truncated labels ,BUG
5967,A few display issues with latest development version,BUG
5968,Chartjs+Excanvas support to IE8.,BUG
5969,Line chart width - userCallback,BUG
5970,max value of y-axis calculates too high,BUG
5971,2.0 problems with multi-axis stack chart dataset ordering,BUG
5972,2.0: Spacing between bars with percentages set to 1,BUG
5973,"""TypeError: i.strokeColor is undefined"" when bar chart strokeColor is not specified in version 1.1.0",BUG
5974,Sizing issues in v2 on SPA frameworks,BUG
5975,no tooltips for pie charts,BUG
5976,Charts that look as-expected on 1.0.2 are wrong on 1.1.0,BUG
5977,Dynamically adding datapoints to a multi Y-axis line graph plots incorrectly,BUG
5978,"replacing all data and calling ""update()""",BUG
5979,Bad legendTemplate documentation,BUG
5980,2.0 getElementAtEvent problems,BUG
5981,2.0 Documentation Error,BUG
5982,helpers.getConstraintHeight/Width and percentages,BUG
5983,The last fix broke the legend display,BUG
5984,Pie chart wont show the legend,BUG
5985,Labels are trimmed on the left,BUG
5986,how to prevent chrome change canvas attribute height and width,BUG
5987,Not showing gridlines when formatting,BUG
5988,ChartJS 2.0: Chart not displayed for time series chart where first value is null,BUG
5989,V2 Docs missing?,BUG
5990,No animation in Chrome,BUG
5991,Multiple tooltips displayed,BUG
5992,"Pie, Doughnut, PolarArea. Legend",BUG
5993,The xAxes object breaks the axis behavior,BUG
5994,Multiple scales without type results in an error,BUG
5995,Legends are not correctly centered most of the time,BUG
5996,2.0.0-beta won't display a line chart if the data is a String,BUG
5997,Doughnut/Pie generateLabels assumes backgroundColor is always set on dataset,BUG
5998,Charts flash quickly and then disappear when navigating back to a tab with charts,BUG
5999,[Chartjs-v2.0] Infinite .resize() when scrollbar appears,BUG
6000,Both point and tooltip are cut off,BUG
6001, Chart.js:4017 Uncaught TypeError: Cannot read property 'min' of undefined,BUG
6002,x-axis labels getting cut off if they're too long,BUG
6003,bug after zoom in browser (v2),BUG
6004,"generateLegend throws JavaScript error: ""this.data is undefined""",BUG
6005,[V2] Combo Bar Line: wrong tooltip position on lines,BUG
6006,(Beta2) x-Axle Labels will be cropped after changing FontFamily // rotate labels,BUG
6007,time scale chart overflows x axis,BUG
6008,time.format is not respected for numeric values,BUG
6009,"It seems inncorrect  cdn link , that is provided in official documentation",BUG
6010,"Pie, Doughnut and Polar Area chart error with no datasets",BUG
6011,Are stacked bar charts with animations bugged?,BUG
6012,Graph Tooltip in the wrong position,BUG
6013,Wrong labels in Chrome 48 OS X,BUG
6014,Tooltip Trigger Radius and Logarithmic x-axle labels,BUG
6015,Setting text  color,BUG
6016,Resize + aspect ratio = false does not resize properly (related 1020?),BUG
6017,How to set length of tooltip?,BUG
6018,Multi-tooltip not functioning (likely result of tooltip hover bug),BUG
6019,v2 beta Tooltips do not always fade away when mouse exits,BUG
6020,Issue tooltips (2.0.0-beta),BUG
6021,Awful performance on mounting caused by the iframe,BUG
6022,Tooltips with mode:'label' don't work for radar charts,BUG
6023,Stacked bar chart animation glitch: space between bars,BUG
6024,Wrong mouse position from getRelativePosition method,BUG
6025,labelMoment is undefined,BUG
6026,Problem with maintainAspectRatio attribute in Radar Chart,BUG
6027,[Chrome + IE] Tooltip not displaying where the cursor is for Bar Graph (got shifted to the right),BUG
6028,Tooltip text is misaligned ,BUG
6029,[v2] combo bar line : lines are not properly displayed,BUG
6030,v2.0 max ticks labeling issue,BUG
6031,"v2.0 dev, time scale shows invalid date",BUG
6032,The chart renders low resolution image when animation is set to false,BUG
6033,Hover and tooltip ordering on combined chart,BUG
6034,Legend styling issue (not custom legend),BUG
6035,Commit 1afe9f1 broke stacked bar,BUG
6036,Bower package broken.,BUG
6037,"v2.0 beta2, time scale min and max date settings are not working ",BUG
6038,ticks reverse problem,BUG
6039,tooltip.x wrong on multiple datasets in linecharts,BUG
6040,v2.0-dev x-axis showing ms for dataset in seconds,BUG
6041,How to set the position of tooltip?,BUG
6042,Line chart - hovering not triggering tooltip at the proper point,BUG
6043,Error on adding dataset in Time Scale chart,BUG
6044,[v2] Last vertical line is darker than oters,BUG
6045,Chart does not draw if animation.duration = 0,BUG
6046,v2.0-dev ticks : reverse broken,BUG
6047,Bar chart legend colors - unwanted opacity,BUG
6048,Two charts screw each other up in Internet Explorer,BUG
6049,orf is not a function,BUG
6050,Float problem on yAxis when all data is decimal,BUG
6051,Scale labels overlapping and cut off,BUG
6052,Line chart first and last tooltip can't be selected/wrong position,BUG
6053,combo stacked line chart missing data on x-axes,BUG
6054,XY Chart without Line,BUG
6055,where is root.Color ever being set?,BUG
6056,Uncaught TypeError: ScaleClass is not a function,BUG
6057,After updates bar's color becomes grey,BUG
6058,gridLines get culled even when there are fewer gridlines than maxTicksLimit [v2.0.0 bug],BUG
6059,[Bar] Update axis label dynamically,BUG
6060,combo stacked line chart ,BUG
6061,animate when chart renders,BUG
6062,Issue in legend template generation,BUG
6063,"Chart renders, but disappears on mouseover",BUG
6064,require.js (AMD) support broken in 2.0.0(-beta1),BUG
6065, Cannot read property 'isHorizontal' of undefined,BUG
6066,Bar Chart Flickers on Null Values,BUG
6067,"Animation = false, affects x labels",BUG
6068,Bower case issue,BUG
6069,Ticks callback have unexpected behavior,BUG
6070,v2 use of this.Chart=Chart inside a gulp umd wrapper.,BUG
6071,Pie Chart legend bugs in Microsoft Edge,BUG
6072,v2 use of dataset.type==='bar' tests in controller.bar.js,BUG
6073,"If data range is less than 10, the y-axis begins at the minimum value of the data",BUG
6074,Uncaught SyntaxError: Unexpected token =,BUG
6075,bar multi axis line,BUG
6076,x-axis labels cut off in window,BUG
6077,Making Line chart use straight lines rather than bezier curves,BUG
6078,Label backgrounds in generated line chart legend are not colored,BUG
6079,No Axis shown when  gridLines.drawOnChartArea is false in Chart JS bleeding Edge,BUG
6080,How to set tooltips's width and height?,BUG
6081,I think there is something wrong in the method tooltips.callbacks.afterBody,BUG
6082,v2 beta: tooltips are sometimes truncated,BUG
6083,beginAtZero gets disabled when running .update() (v2 beta),BUG
6084,v2 Pie chart legend HTML,BUG
6085,Overlapping and cropped labels on x-axis (time scale),BUG
6086,Tooltip breaks on max bar value,BUG
6087,Animation of new arcs no longer includes rotational movement,BUG
6088,Remove unused scale config options,BUG
6089,Animation callbacks should actually be called,BUG
6090,Remove unused V2.x tooltip config options,BUG
6091,Dataset tooltip mode shows incorrect results,BUG
6092,Dataset hover mode hovers all datasets,BUG
6093,Combine tooltip descriptions (2.0-Beta),BUG
6094,Chart resizes on mouseover,BUG
6095,Bar chart won't display when y-axis values are small (Chrome),BUG
6096,v2 graph overflows on y Axis,BUG
6097,Original usage of pie failed,BUG
6098,TypeError: Chart.Doughnut.extend is not a function,BUG
6099,Really weird chart display errors not using browser,BUG
6100,"Bubble, Doughnut, PolarArea, and Scatter Charts have old template properties",BUG
6101,v2.0 Update issue for bar chart,BUG
6102,Graph not shown if initially (on page load) is in a hidden div (using bootstrap),BUG
6103,[v2.0-dev] Hovering over a tooltip with multiple options flickers and line colours do not show in tooltip legend,BUG
6104,Version 1.0.1 the `scaleLabel` of the compressed file bug rendering,BUG
6105,Issues in Pie Chart Label,BUG
6106,Charts not showing in IE9 or IE10  v2.x,BUG
6107,Adding and removing data in 2.0,BUG
6108,"v.2.0-dev ""Uncaught TypeError: Cannot read property 'clientX' of undefined""",BUG
6109,v2.0-beta Line chart label names first duplicate,BUG
6110,v2.0-beta  Cannot read property 'getLabelForIndex' of undefined in Pie/Doughnut Charts,BUG
6111,"NaN and undefined values should be treated as ""skipped"" elements",BUG
6112,tooltips.enabled = false causes strange label issues,BUG
6113,Polar area chart resizes oddly,BUG
6114,"radar chart, sizing problem",BUG
6115,"When sizing a bar chart to a very small size, bars will inverse their coordinates and grow",BUG
